id,First_Name,Last_Name,Work_Street_Address,City,State,US_Zip_Code,Age,Gender,Race,Ethnicity,Focus_of_Practice,Areas_of_Interest,Practice_Type,Practice_Setting,Practice_Area,Job_Function,Job_Role,Employment_Status,Affiliation,Years_in_Practice,First_Year_in_Practice,Primary_Practice_Location,Primary_Practice_District,NPI,Military_Service,Active_Military_Service,US_Govt_Employee,Active_Govt_Employee,Medical_License_State,Medical_License_Begin_Date,Medical_License_End_Date,Suspended_Account,CME_Eligible,Report_CME_to_ABA,CRNA_Eligible,Toolbox_Role,Level_PGY,Question_Bank_Content_Editing,Institution_Super_User
428,Cameron,King,6739 University Rd,Honolulu,HI,968139774,30,NB,ANI,NOANS,"GER_ANES,OBS_ANES,NEURO_ANES","LEAD_DEV,REG_ANES",Ambulatory Surgery Center,Office-Based,RURAL,"RESEDUC,HOSPLECS","HEADOFDIV,PRACTICEOPER",WLTC,Ascension Medical Group,5,2020,HI,10,1354901459,,Yes,,Yes,HI,12/07/2003,11/30/2029,0,0,1,0,,PGY-4,0,0
429,Drew,Wright,3733 Valley Ave,El Paso,TX,799019645,42,GNC,UNS,NHL,"CCM,ACD_MED,NEURO_ANES",WIA,Private Practice,Hospital - Academic,SUBURBAN,RESEDUC,"PRACTICEOPER,DEPTCHAIR,OTHER",OTHER,Southern Regional Hospital,15,2010,TX,10,1649281503,,No,PUBLIC_HEALTH_SYSTEM,Yes,TX,12/06/2006,12/01/2026,0,1,0,0,Staff,PGY-3,0,0
430,Kyle,Jackson,"8417 Valley Ln, Suite 288",Grand Forks,ND,582018650,60,MALE,AIAN,HL,"ANES_RES,ACD_MED,CARD_ANES","OBA,PCEOLC,PHY_WELLNESS,PAIN_MED,PRAC_MGMT",Academic Medical Center,Office-Based,SUBURBAN,INDSCORPCS,"HIRINGDM,FELLOWPGMDIR",WLTC,Southern Regional Hospital,5,2020,ND,3,1168069196,NAVY,Yes,,No,ND,12/06/2004,11/30/2030,0,1,0,0,Student,N/A,0,0
431,Nicole,Lee,"6226 Cedar Ct, Suite 699",Houston,TX,770023559,59,FEMALE,NHOPI,HL,NA,"PS,SIM,OBSTETRICS",Multi-Specialty Group,Office-Based,URBAN,"NONE,INDSCONSUL","MEDDIR,HIRINGDM,OTHER",WLTC,City Medical Center,26,1999,TX,1,5302849760,,No,PUBLIC_HEALTH_SYSTEM,No,TX,12/03/2017,11/29/2033,0,0,1,1,Faculty,PGY-1,0,0
432,Hannah,Mitchell,"6654 Water Blvd, Suite 230",New Orleans,LA,701128010,44,FEMALE,AI,NHL,"ACD_MED,CCM,ANES_RES","ALI,ANES_RES,PAIN_MED,QPI,PRAC_MGMT",Multi-Specialty Group,Outpatient Surgery Center,URBAN,"FELLOWEDUC,ACADEMICS,OTHER","JRNLEDITOR,DEPTVICECHAIR",WLTC,Coastal Anesthesia Group,12,2013,LA,11,6799864912,USUHS,Yes,,Yes,LA,12/02/2023,11/29/2032,0,0,0,0,,PGY-4,0,0
433,Riley,Mitchell,7207 Main Rd,Casper,WY,826019604,45,X,AIAN,NOANS,CCM,"PHY_WELLNESS,PCEOLC,OPHTHALMOLOGY",Private Practice,Hospital - Community,RURAL,ENGINEERING,"SURGCTROWNER,RESPGMCOOR",WLTC,Midwest Anesthesia Partners,19,2006,WY,1,8493153983,,Yes,,No,WY,12/03/2019,12/01/2026,0,1,0,0,,PGY-3,0,0
434,Barbara,Ramos,"8949 Water Ln, Suite 492",Columbia,SC,292013617,47,FEMALE,"ANI,NHOPI,AI",HL,"PAIN_MED,NA,ANES_RES","OBSTETRICS,REG_ANES,OPHTHALMOLOGY,PS,LEAD_DEV",Private Practice,Multi-Site Practice,SUBURBAN,QLTYMGMTREPT,"HPPINF,HEADOFDIV,RESPGMCOOR",WLTC,,20,2005,SC,7,4059208235,AIRFORCE,No,,No,SC,12/07/2001,11/30/2028,0,1,1,0,Staff,PGY-1,0,0
435,Morgan,Price,"5309 Pine Ave, Suite 593",Hilo,HI,967207630,39,NB,AI,HL,"GER_ANES,PAIN_MED,PERI_MED","PERIOP_MED,ACD_MED,ALI,POCUS,WIA",Ambulatory Surgery Center,Hospital - Academic,URBAN,"ANESCTEDUC,HOSPMGMTADM","SURGCTROWNER,FELLOWPGMCOORD",APHHSACS,County General Hospital,12,2013,HI,3,0777321750,,No,,No,HI,12/02/2021,12/01/2026,0,0,1,0,Student,PGY-4,0,0
436,Samantha,Rodriguez,7807 Water Ln,Birmingham,AL,352038720,57,FEMALE,"ANI,NHOPI,AI",NHL,"ACD_MED,GER_ANES,PERI_MED","ONCOLOGY,PEDIATRICS,EPD,AIR_MGMT,NSA",Community Hospital,Office-Based,RURAL,"OTHER,NONE",PROFINSTRFAC,INDCONTRACT,Banner Health,9,2016,AL,1,8517328951,,No,PUBLIC_HEALTH_SYSTEM,Yes,AL,12/06/2004,12/01/2026,0,0,1,0,Admin,PGY-1,0,0
437,Charlie,Williams,4173 College Pl,Milwaukee,WI,532029841,39,X,WHI,NHL,"OBS_ANES,ACD_MED,ANES_RES","EPD,QPI,GERIATRICS,ONCOLOGY",Solo Practice,Outpatient Surgery Center,URBAN,"INVENANDINNOV,PRACLECS","PROFINSTRFAC,FELLOWPGMDIR,SURGCTROWNER",APHHSACS,,6,2019,WI,12,9662038588,MARINES,No,,Yes,WI,12/01/2024,11/30/2029,1,1,1,0,,PGY-4,0,0
438,Jordan,Kim,"772 Valley Ave, Suite 729",Honolulu,HI,968139861,49,GNC,"AI,UNS",NOANS,"CARD_ANES,ANES_RES",OBA,Community Hospital,Multi-Site Practice,SUBURBAN,"OTHER,ANESCTEDUC,INVENANDINNOV","RESPGMDIR,FELLOWPGMCOORD",NOTPRACTICING,Northwest Medical Center,22,2003,HI,1,3113266115,CSTGRD,No,INDIAN_HEALTH_SERVICE,Yes,HI,12/08/1998,11/30/2030,0,1,1,1,Staff,PGY-3,0,0
439,Blake,Gray,2354 Highland Dr,Cheyenne,WY,820015739,55,X,"UNS,AIAN,AI",HL,ACD_MED,"ANES_RES,PERIOP_MED",Ambulatory Surgery Center,Hospital - Community,RURAL,"SCIRESEARCH,INVENANDINNOV,ACADEMICS",HPPINF,INDCONTRACT,Southern Regional Hospital,6,2019,WY,12,9953946766,USUHS,Yes,,Yes,WY,12/04/2012,12/01/2027,0,1,0,0,Student,PGY-4,0,0
440,Steven,Sanders,1537 Highland Ct,Fargo,ND,581029929,30,MALE,"AI,OTHER",HL,RAA,"REG_ANES,PCEOLC,CCM,OBA",Community Hospital,Hospital - Community,RURAL,"HOSPLECS,OTHER,ANESCTEDUC",PROFINSTRFAC,NOTPRACTICING,Advanced Surgical Associates,5,2020,ND,5,0390912030,,Yes,,Yes,ND,12/06/2006,12/01/2027,0,1,1,0,Staff,PGY-3,0,0
441,Dakota,Ruiz,5496 Pine Pl,Bangor,ME,044011266,39,X,"OTHER,ANI,AIAN",NHL,"PAIN_MED,NEURO_ANES",EPD,Ambulatory Surgery Center,Office-Based,RURAL,"PRACLECS,OTHER,ACADEMICS",MEDDIR,INTCONTRACTLT,St. Mary's Medical Center,13,2012,ME,10,1896558344,ARMY,Yes,,No,ME,12/06/2004,11/29/2034,0,1,1,0,,PGY-4,0,0
442,River,Campbell,"1263 Center Dr, Suite 169",Fairbanks,AK,997014774,55,NB,BAA,HL,PAIN_MED,"SIM,AIR_MGMT,NSA",Community Hospital,Hospital - Community,RURAL,OTHER,"SURGCTROWNER,HPPINF",INDCONTRACT,Valley Healthcare,7,2018,AK,5,6715605879,MARINES,No,PUBLIC_HEALTH_SYSTEM,No,AK,12/07/2003,12/01/2027,0,0,0,1,,N/A,1,0
443,Morgan,Peterson,3291 Church Way,Topeka,KS,666037487,43,GNC,AIAN,HL,"GER_ANES,NA,NEURO_ANES","WIA,ACD_MED",Private Practice,Government Facility,RURAL,QLTYMGMTREPT,RESPGMDIR,NOTPRACTICING,,10,2015,KS,3,5702377184,CSTGRD,No,,No,KS,12/06/2007,12/01/2026,0,0,1,0,Faculty,PGY-4,1,0
444,Shirley,Perez,7856 Pine Blvd,Concord,NH,033016540,57,FEMALE,"NHOPI,ANI",NHL,CCM,"PERIOP_MED,ALI,AMB_OBA,LEAD_DEV",Multi-Specialty Group,Hospital - Community,RURAL,"QLTYMGMTREPT,MEDSTUEDUC,SCIRESEARCH",HPPDM,INTCONTRACTLT,,23,2002,NH,9,0232091401,NATGRD,Yes,,No,NH,12/06/2004,11/30/2028,1,1,0,0,Admin,PGY-1,0,0
445,Quinn,Ramirez,"2635 Elm Ct, Suite 842",Salt Lake City,UT,841013101,42,NB,OTHER,NHL,CARD_ANES,"OBSTETRICS,GERIATRICS,EPD,QPI",Solo Practice,Office-Based,RURAL,"RESEDUC,INVENANDINNOV,FELLOWEDUC","HIRINGINF,DEPTVICECHAIR,SURGCTROWNER",WLTC,,17,2008,UT,1,7733168066,AIRFORCE,No,,Yes,UT,12/05/2009,11/29/2033,0,0,1,0,,PGY-5,0,0
446,Alex,Parker,"325 Oak Dr, Suite 295",Hilo,HI,967207611,34,X,"WHI,OTHER,NHOPI",HL,"PERI_MED,CCM,PAIN_MED",NSA,Private Practice,Multi-Site Practice,RURAL,"RESEDUC,PRACLECS,ANESCTEDUC","SURGCTROWNER,PROFINSTRFAC,HPPDM",NOTPRACTICING,,7,2018,HI,12,6149745979,NAVY,No,INDIAN_HEALTH_SERVICE,Yes,HI,12/08/1996,11/30/2030,0,1,1,0,Faculty,N/A,0,0
447,Steven,Gonzalez,"9079 University Pl, Suite 176",Honolulu,HI,968136399,58,MALE,"NHOPI,BAA,AI",NOANS,PED_ANES,"GERIATRICS,OPHTHALMOLOGY",Solo Practice,Hospital - Community,RURAL,"PRACMGMTADM,RESEDUC,QLTYMGMTREPT",OTHER,INTCONTRACTLT,United Healthcare System,17,2008,HI,10,8534001276,,Yes,VA,Yes,HI,12/06/2005,11/30/2030,0,1,0,0,Staff,PGY-1,0,0
448,Angela,Kelly,6163 Market Rd,Knoxville,TN,379027412,52,FEMALE,AIAN,HL,"ACD_MED,PAIN_MED,ANES_RES","ONCOLOGY,ANES_RES,OPHTHALMOLOGY,PS",Multi-Specialty Group,Office-Based,RURAL,ENTREPRENEURSHIP,"HPPDM,HPPINF",INTCONTRACTLT,Memorial Hospital,7,2018,TN,7,8679496383,NAVY,No,,No,TN,12/01/2024,11/30/2031,1,1,1,1,,PGY-3,0,1
449,Alex,Smith,6431 Medical Way,Fort Smith,AR,729019699,45,NB,"WHI,AI,AIAN",HL,RAA,"ACD_MED,ALI",Academic Medical Center,Outpatient Surgery Center,SUBURBAN,"SCIRESEARCH,PRACLECS",OTHER,INDCONTRACT,Providence Healthcare,18,2007,AR,2,4051665451,,No,,No,AR,12/08/1997,11/30/2028,0,0,0,0,Student,PGY-5,0,0
450,Drew,Evans,"2940 Oak Ln, Suite 653",Fayetteville,AR,727019760,34,X,NHOPI,NOANS,"ANES_RES,OBS_ANES","OBA,WIA,REG_ANES",Ambulatory Surgery Center,Multi-Site Practice,SUBURBAN,"INDSCORPCS,RESEDUC",HIRINGINF,NOTPRACTICING,Trinity Health System,6,2019,AR,8,9413490961,NAVY,No,INDIAN_HEALTH_SERVICE,Yes,AR,12/03/2017,12/01/2026,0,1,1,0,,PGY-4,0,1
451,Phoenix,Watson,"9086 Oak Blvd, Suite 542",Milwaukee,WI,532023762,51,NB,NHOPI,NHL,ACD_MED,"PEDIATRICS,AIR_MGMT",Multi-Specialty Group,Outpatient Surgery Center,URBAN,"PRACMGMTADM,QLTYMGMTREPT,INVENANDINNOV","MEDDIR,MEDSCHDEAN,HPPINF",OTHER,,5,2020,WI,8,4420315892,,Yes,,No,WI,12/07/2002,11/29/2035,0,1,0,0,Faculty,PGY-5,0,0
452,Charlie,Wilson,"6985 Elm Dr, Suite 325",Portland,OR,972018034,57,X,"UNS,ANI",HL,"CARD_ANES,PED_ANES,PERI_MED",REG_ANES,Private Practice,Office-Based,RURAL,RESEDUC,MEDSCHDEAN,APHHSACS,Banner Health,17,2008,OR,1,8694276748,,No,VA,Yes,OR,12/01/2024,11/30/2031,0,1,1,0,Student,PGY-4,0,0
453,Joan,Thomas,"8334 University St, Suite 275",Manchester,NH,031018725,53,FEMALE,WHI,NHL,"NEURO_ANES,GER_ANES","ACD_MED,ALI,PERIOP_MED",Ambulatory Surgery Center,Multi-Site Practice,SUBURBAN,"SCIRESEARCH,ANESCTEDUC,PRACMGMTADM","FELLOWPGMDIR,MEDSCHDEAN,OTHER",APHHSACS,University Hospital,9,2016,NH,5,0065487084,ARMY,Yes,,No,NH,12/07/2003,11/29/2035,0,1,1,0,,PGY-2,0,0
454,River,Cruz,"3464 Medical St, Suite 117",Lincoln,NE,685087530,46,X,"UNS,WHI,OTHER",NOANS,OBS_ANES,"BH,EMI",Multi-Specialty Group,Hospital - Academic,RURAL,OTHER,"SURGCTROPER,PROFINSTRFAC",NOTPRACTICING,Healthcare Partners,13,2012,NE,11,3961219051,AIRFORCE,Yes,PUBLIC_HEALTH_SYSTEM,No,NE,12/02/2022,11/30/2028,0,0,0,0,Admin,PGY-2,0,0
455,Cameron,Collins,4074 River Ln,Scottsdale,AZ,852516372,51,NB,ANI,NHL,"GER_ANES,RAA",EPD,Academic Medical Center,Government Facility,RURAL,"ANESCTEDUC,NONE",RESPGMCOOR,INTCONTRACTLT,City Medical Center,18,2007,AZ,11,9683355707,ARMY,Yes,,No,AZ,12/05/2010,11/29/2034,0,1,1,0,Resident,PGY-1,0,0
456,Joshua,Robinson,5387 Oak Dr,Chattanooga,TN,374022865,45,MALE,"OTHER,BAA",HL,"CCM,RAA,NA","DIA,BH,CCM,APOOR",Academic Medical Center,Hospital - Community,URBAN,"PRACLECS,INVENANDINNOV,ACADEMICS",MEDDIR,INDCONTRACT,,6,2019,TN,11,8910977978,MARINES,No,VA,No,TN,12/04/2014,11/29/2032,0,0,0,0,,PGY-3,0,0
457,Quinn,Wilson,"6547 Hospital Dr, Suite 239",Charlotte,NC,282026430,49,GNC,UNS,NOANS,"ACD_MED,NEURO_ANES","SIM,DIA",Community Hospital,Government Facility,URBAN,"QLTYMGMTREPT,INDSCORPCS","FELLOWPGMCOORD,SURGCTROWNER",INDCONTRACT,Johns Hopkins,9,2016,NC,9,4233241651,ARMY,No,,No,NC,12/06/2007,11/30/2031,0,1,0,0,,PGY-1,0,0
458,Roger,Bennett,6727 University Pl,Stamford,CT,069012620,58,MALE,UNS,NHL,"PED_ANES,RAA","ACD_MED,BH",Private Practice,Government Facility,RURAL,PRACLECS,"HPPINF,SURGCTROWNER,BUDGETOWNER",NOTPRACTICING,Surgical Specialists LLC,10,2015,CT,12,4760948377,,Yes,,Yes,CT,12/03/2017,11/30/2030,0,1,1,0,,PGY-4,0,0
459,Quinn,Scott,625 Park Blvd,Idaho Falls,ID,834024607,34,GNC,"WHI,NHOPI",NHL,GER_ANES,"SIM,TRANS_MED",Community Hospital,Multi-Site Practice,URBAN,"ENTREPRENEURSHIP,INDSCORPCS","BUDGETOWNER,PROFINSTRFAC",OTHER,,7,2018,ID,2,9801376836,CSTGRD,Yes,,No,ID,12/03/2016,11/29/2035,0,1,1,0,Staff,PGY-2,0,0
460,Emerson,Young,2201 Market Dr,Syracuse,NY,132026844,31,X,"OTHER,AIAN,ANI",HL,"RAA,GER_ANES,PERI_MED",WIA,Community Hospital,Multi-Site Practice,RURAL,"INVENANDINNOV,INDSCORPCS","JRNLEDITOR,NONE,DIRPREANESTSTCLINIC",OTHER,Healthcare Partners,5,2020,NY,4,9559227764,CSTGRD,Yes,,No,NY,12/07/2001,11/29/2032,0,1,1,0,Resident,PGY-3,0,0
461,Carolyn,Lopez,"4371 River Way, Suite 577",Newark,DE,197116190,56,FEMALE,OTHER,NOANS,"ACD_MED,RAA,AMB_ANES","POCUS,CARDIO_SYS,ONCOLOGY,SIM,WIA",Ambulatory Surgery Center,Office-Based,RURAL,"ENGINEERING,MEDSTUEDUC,SOCLEADOFC",HIRINGDM,NOTPRACTICING,,11,2014,DE,4,2040954377,MARINES,No,,No,DE,12/03/2018,12/01/2027,0,0,1,0,,PGY-1,0,0
462,Rowan,Hill,5517 Union St,Fort Lauderdale,FL,333011037,50,NB,"UNS,WHI,AI",HL,"PERI_MED,GER_ANES,ACD_MED","PS,QPI,DIA",Private Practice,Hospital - Community,RURAL,"ENTREPRENEURSHIP,SOCLEADOFC,INVENANDINNOV",BUDGETOWNER,OTHER,,21,2004,FL,3,9331542306,PHSCC,No,,Yes,FL,12/02/2020,11/29/2032,0,1,0,0,,PGY-4,0,0
463,Kimberly,Moore,"4652 Oak St, Suite 337",Fort Lauderdale,FL,333013137,53,FEMALE,"ANI,WHI,UNS",HL,"ANES_RES,GER_ANES,RAA","ANES_RES,OBA,WIA,QPI,CARDIO_SYS",Community Hospital,Multi-Site Practice,SUBURBAN,"INDSCORPCS,MEDSTUEDUC,PRACLECS","HIRINGINF,HPPDM,DIRPREANESTSTCLINIC",INTCONTRACTLT,,21,2004,FL,4,0562019011,MARINES,Yes,,No,FL,12/03/2019,11/30/2028,0,1,1,0,Staff,PGY-5,0,0
464,Patrick,Young,"7535 Highland Way, Suite 987",Las Vegas,NV,891015533,38,MALE,"ANI,AI,BAA",NOANS,"ANES_RES,GER_ANES","TRAUMA,PHY_WELLNESS",Academic Medical Center,Office-Based,SUBURBAN,"PRACLECS,SOCLEADOFC,INVENANDINNOV",HIRINGDM,INDCONTRACT,Midwest Anesthesia Partners,7,2018,NV,6,8529735615,USUHS,Yes,,Yes,NV,12/07/2003,11/29/2035,0,0,1,1,,PGY-4,0,0
465,Phoenix,Hughes,"6780 Park Pl, Suite 865",Burlington,VT,054013524,40,X,"BAA,AI,UNS",NOANS,PED_ANES,"PRAC_MGMT,GERIATRICS,TRAUMA",Ambulatory Surgery Center,Government Facility,URBAN,"PRACLECS,INDSCONSUL,ACADEMICS","DIRANESSVS,JRNLEDITOR",WLTC,Healthcare Partners,8,2017,VT,4,6792415712,,No,VA,No,VT,12/04/2015,11/30/2029,0,0,1,0,Admin,N/A,0,0
466,Drew,Sanchez,7667 Maple St,Montpelier,VT,056024411,58,X,"NHOPI,WHI",NHL,AMB_ANES,"OBA,DIA",Multi-Specialty Group,Government Facility,RURAL,"HOSPMGMTADM,INVENANDINNOV","JRNLEDITOR,FELLOWPGMCOORD",NOTPRACTICING,Mercy Medical Center,30,1995,VT,3,6072014896,NAVY,Yes,,Yes,VT,12/05/2009,11/30/2028,0,1,0,0,Resident,PGY-4,0,0
467,Drew,Hill,"3626 Market Rd, Suite 780",Birmingham,AL,352032799,57,X,"ANI,AIAN,UNS",NOANS,"AMB_ANES,ANES_RES","BH,OBA,OPHTHALMOLOGY",Multi-Specialty Group,Hospital - Community,RURAL,"INDSCONSUL,INDSCORPCS,ANESCTEDUC",FELLOWPGMDIR,INDCONTRACT,,30,1995,AL,4,6497196706,MARINES,No,,No,AL,12/03/2019,11/29/2032,1,1,0,1,Resident,PGY-3,0,0
468,Taylor,Sanders,"1265 Water Way, Suite 138",Little Rock,AR,722015113,55,NB,"UNS,WHI,BAA",NHL,NA,"OBSTETRICS,PERIOP_MED,CARDIO_SYS,DIA,AMB_OBA",Solo Practice,Hospital - Community,RURAL,HOSPMGMTADM,"OTHER,SURGCTROWNER",INTCONTRACTLT,Surgical Specialists LLC,27,1998,AR,9,1160499100,NAVY,No,,Yes,AR,12/09/1995,11/29/2034,0,0,1,0,,PGY-5,0,0
469,Morgan,Clark,6361 Oak Ave,Toledo,OH,436042620,60,X,"ANI,AI,AIAN",NHL,ANES_RES,"PCEOLC,SIM,EPD,PS,EMI",Solo Practice,Hospital - Academic,RURAL,"ENGINEERING,HOSPMGMTADM,PRACLECS","OTHER,HPPINF",NOTPRACTICING,,34,1991,OH,9,7132194024,USUHS,No,,No,OH,12/08/1997,12/01/2027,0,0,0,1,Staff,PGY-5,1,0
470,Amy,Chavez,"2049 Center Rd, Suite 177",Augusta,GA,309012350,48,FEMALE,WHI,NOANS,"CCM,AMB_ANES,ACD_MED","REG_ANES,DIA",Community Hospital,Outpatient Surgery Center,SUBURBAN,"ENGINEERING,PRACMGMTADM","PRACTICEOPER,PROFINSTRFAC,SURGCTROPER",INTCONTRACTLT,County General Hospital,14,2011,GA,6,3506962616,,No,,No,GA,12/09/1995,11/30/2031,0,0,0,0,Resident,PGY-5,1,0
471,Avery,Campbell,"8371 Hill Blvd, Suite 288",Gulfport,MS,395012415,41,GNC,"NHOPI,AIAN,ANI",NHL,NA,"PRAC_MGMT,PAIN_MED,NSA,OBSTETRICS,TRAUMA",Private Practice,Government Facility,RURAL,"ENTREPRENEURSHIP,ACADEMICS",RESPGMCOOR,OTHER,Ascension Medical Group,15,2010,MS,5,6625650460,PHSCC,Yes,,No,MS,12/05/2010,11/30/2028,0,1,0,0,Student,PGY-4,0,0
472,Alexander,James,"2393 Pine Blvd, Suite 285",Honolulu,HI,968133539,53,MALE,NHOPI,NOANS,"PAIN_MED,AMB_ANES","REG_ANES,PEDIATRICS",Community Hospital,Hospital - Academic,RURAL,"ENTREPRENEURSHIP,INDSCONSUL,NONE","BUDGETOWNER,HPPDM,FELLOWPGMDIR",INDCONTRACT,Southern Regional Hospital,8,2017,HI,2,8475283599,NAVY,Yes,,Yes,HI,12/04/2015,12/01/2026,0,0,1,0,,PGY-4,0,0
473,Quinn,Brown,8954 Main Ave,Orlando,FL,328012676,54,X,"AI,NHOPI,AIAN",NHL,AMB_ANES,"CCM,BH,ANES_RES,ADD_MED,EMI",Ambulatory Surgery Center,Multi-Site Practice,SUBURBAN,"ACADEMICS,INDSCONSUL,PRACMGMTADM","PRACTICEOWNER,DIRANESSVS,RESPGMDIR",WLTC,,19,2006,FL,5,5341952814,CSTGRD,Yes,PUBLIC_HEALTH_SYSTEM,No,FL,12/06/2005,11/30/2030,0,1,0,0,,PGY-5,0,0
474,Phoenix,Flores,441 Hospital Rd,Rutland,VT,057011010,45,X,"OTHER,BAA",NHL,"CARD_ANES,RAA","TRANS_MED,REG_ANES,AIR_MGMT,OBSTETRICS",Private Practice,Office-Based,RURAL,OTHER,"DIRPREANESTSTCLINIC,MEDSCHDEAN",APHHSACS,Regional Healthcare System,16,2009,VT,1,9690452898,PHSCC,Yes,PUBLIC_HEALTH_SYSTEM,No,VT,12/08/1998,11/29/2032,0,0,0,0,Student,PGY-5,0,0
475,Riley,Brooks,6617 Hill Rd,Columbia,SC,292013954,42,X,NHOPI,HL,PERI_MED,"GERIATRICS,CARDIO_SYS,OPHTHALMOLOGY",Private Practice,Outpatient Surgery Center,RURAL,"ENTREPRENEURSHIP,MEDSTUEDUC,SCIRESEARCH","MEDSCHDEAN,HIRINGINF",WLTC,Midwest Anesthesia Partners,14,2011,SC,12,8423242348,,No,INDIAN_HEALTH_SERVICE,Yes,SC,12/04/2014,12/01/2026,0,0,0,0,,PGY-4,0,0
476,Peyton,Gray,"4869 Center Blvd, Suite 968",Providence,RI,029036278,37,X,"AI,AIAN",NHL,"CCM,ANES_RES","PS,BH,SIM,ONCOLOGY,PRAC_MGMT",Academic Medical Center,Government Facility,URBAN,"SCIRESEARCH,HOSPLECS",HPPINF,NOTPRACTICING,Surgical Specialists LLC,7,2018,RI,2,2863040296,,Yes,,No,RI,12/06/2004,11/29/2034,0,0,1,0,Faculty,PGY-3,0,0
477,Riley,Cook,5049 Hospital Ln,Tucson,AZ,857011738,56,X,AIAN,NHL,"ACD_MED,ANES_RES,PAIN_MED","APOOR,PEDIATRICS,ANES_RES",Multi-Specialty Group,Office-Based,RURAL,HOSPLECS,"JRNLEDITOR,SURGCTROPER",NOTPRACTICING,Mountain View Medical,12,2013,AZ,1,9019333593,,No,,Yes,AZ,12/05/2011,12/01/2027,0,1,0,0,Admin,PGY-1,0,0
478,Cynthia,Hernandez,"7779 Union Pl, Suite 391",Springfield,MO,658067174,53,FEMALE,"UNS,OTHER",NOANS,"GER_ANES,ACD_MED","PAIN_MED,POCUS,PRAC_MGMT",Private Practice,Hospital - Academic,URBAN,FELLOWEDUC,PRACTICEOWNER,WLTC,Premier Healthcare,11,2014,MO,8,4370194539,CSTGRD,No,PUBLIC_HEALTH_SYSTEM,No,MO,12/04/2015,11/29/2033,0,0,0,0,Resident,N/A,0,0
479,Tyler,Watson,7105 Cedar Ln,Albuquerque,NM,871014250,47,MALE,ANI,NOANS,"ANES_RES,PAIN_MED","ACD_MED,BH,OBSTETRICS",Multi-Specialty Group,Outpatient Surgery Center,SUBURBAN,INDSCONSUL,"HPPDM,HEADOFDIV",INTCONTRACTLT,,19,2006,NM,8,1859212684,,Yes,VA,Yes,NM,12/07/2003,11/29/2033,0,1,1,0,Admin,PGY-2,1,0
480,Megan,Evans,"9440 Maple Ln, Suite 636",Grand Rapids,MI,495031675,51,FEMALE,NHOPI,NHL,"GER_ANES,CARD_ANES","EMI,REG_ANES",Academic Medical Center,Outpatient Surgery Center,RURAL,"OTHER,MEDSTUEDUC,SOCLEADOFC","NONE,MEDDIR,HIRINGDM",INTCONTRACTLT,,22,2003,MI,8,4065266426,,No,,No,MI,12/02/2021,12/01/2027,0,1,1,0,Staff,PGY-4,0,0
481,Casey,Reed,"5457 Market Pl, Suite 979",Omaha,NE,681023342,60,X,"AI,AIAN",NOANS,PAIN_MED,SIM,Ambulatory Surgery Center,Multi-Site Practice,RURAL,"NONE,ACADEMICS",DIRPREANESTSTCLINIC,INDCONTRACT,Cleveland Clinic,18,2007,NE,11,6276729350,,No,,No,NE,12/08/1998,12/01/2026,0,0,1,1,,PGY-2,0,0
482,Alex,Clark,8778 Park Ave,Davenport,IA,528013359,39,GNC,"BAA,OTHER",NHL,RAA,"APOOR,ACD_MED,LEAD_DEV,OBA,PERIOP_MED",Solo Practice,Office-Based,RURAL,FELLOWEDUC,DEPTCHAIR,WLTC,City Medical Center,5,2020,IA,4,3720945167,,No,,Yes,IA,12/07/2000,11/30/2029,0,0,0,0,,PGY-4,0,0
483,Riley,Ruiz,"6743 Spring Ave, Suite 490",Columbus,OH,432156497,60,X,"OTHER,UNS",NOANS,PAIN_MED,"REG_ANES,PHY_WELLNESS",Solo Practice,Hospital - Academic,RURAL,"ACADEMICS,ENGINEERING,ENTREPRENEURSHIP","HIRINGINF,JRNLEDITOR",INTCONTRACTLT,University Hospital,30,1995,OH,3,9469208564,ARMY,No,,Yes,OH,12/06/2004,11/30/2030,0,0,1,0,Resident,PGY-1,0,0
484,Emerson,Rogers,"1342 Valley Dr, Suite 295",Detroit,MI,482265496,32,GNC,"NHOPI,BAA",NOANS,NEURO_ANES,"NSA,OBSTETRICS,ONCOLOGY,AMB_OBA",Private Practice,Hospital - Academic,SUBURBAN,"ENTREPRENEURSHIP,OTHER","OTHER,SURGCTROPER,PRACTICEOPER",NOTPRACTICING,Metro Anesthesia Associates,6,2019,MI,6,7475580309,,No,,Yes,MI,12/05/2008,11/30/2029,0,1,1,1,Resident,PGY-1,0,0
485,Hayden,Howard,8641 Cedar Dr,Charleston,WV,253018806,56,GNC,"AI,NHOPI,WHI",HL,GER_ANES,"CARDIO_SYS,TRAUMA",Multi-Specialty Group,Outpatient Surgery Center,SUBURBAN,INVENANDINNOV,JRNLEDITOR,INDCONTRACT,Mercy Medical Center,17,2008,WV,8,5058353458,PHSCC,Yes,VA,No,WV,12/08/1997,12/01/2026,0,0,0,0,Staff,PGY-4,0,0
